objectId,ra_deg,dec_deg,gmag,rmag,jd_first,jd_latest,sherlock_class,redshift_z,photo_z,photo_z_err,distance_modulus,separation_kpc,class_reliability,fetched_utc
ZTF18aalsbry,251.5278207038085,38.877779315942504,20.1816,,2458272.75,2458281.7605787,SN,0.05,,,238.99,48.34,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsdmy,242.426901698112,39.413082499821,19.5311,19.6421,2458272.75,2459065.6738426,SN,0.06,0.06,0.02,280.79,35.29,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsdtc,253.81936765,44.354068600000005,,20.1211,2458284.8012731,2458331.6995255,SN,0.02,,,71.39,37.16,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsdzn,250.2901042,44.935902299999995,,19.8147,2460787.8744676,2460794.8597106,SN,0.018,0.0,0.0,78.082,48.902,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsims,229.17367155,44.85598725,19.8728,,2458281.7680787,2458284.7445833,SN,0.11,0.12,0.01,516.12,27.68,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsknz,200.502418703125,45.9518889380615,20.0831,,2458272.75,2458279.7223032,SN,0.06,,,261.59,49.11,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsmkt,255.43046075,22.747642300000003,,19.4298,2459625.994537,2459640.0138426,SN,0.01,0.0,0.0,40.44,40.42,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalspdk,247.1461644,24.56747005,20.1985,,2458275.7734491,2458278.8369329,SN,0.06,,,255.14,49.82,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsqai,250.2702257,33.0138012,20.0255,,2458275.7758565,2458284.7492477,SN,0.04,,,165.78,42.31,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsqct,249.87064329999998,29.789190466666668,20.587,,2458275.7758565,2458287.7496181,SN,0.2,0.19,0.02,972.66,38.73,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalsqdc,251.33818432675798,31.232110844348,20.3057,,2458272.75,2458275.7758565,SN,0.09,,,411.79,37.69,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalstvq,244.2397917,39.3233169,,20.4532,2460409.8955671,2460409.8955671,SN,0.043,0.0,0.0,189.089,34.265,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltjvk,255.72635095,25.78246505,,20.6305,2460389.9960417,2460409.9028472,SN,0.032,0.0,0.0,138.178,26.708,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltjwi,256.03468928437496,25.0066510315065,19.8707,,2458272.75,2458281.7723032,SN,0.04,,,166.81,41.56,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltkdj,249.165111,23.344164499999998,20.3039,,2458523.0138542,2458527.0488773,SN,0.04,,,172.35,45.89,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltlck,255.4631526240235,23.114271634204,20.3704,,2458272.75,2458281.7723032,SN,0.01,,,42.96,45.95,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltmld,254.9807718,24.6588949,,18.895,2460595.676875,2460595.676875,SN,0.048,0.086,0.017,215.089,9.435,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltmpg,254.51567217334,22.940137161767503,20.2496,,2458272.75,2458281.7723032,SN,0.01,,,42.9,40.58,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltnbo,256.07904885999994,30.71858396,,20.2936,2460832.9340625,2460859.7996296,SN,0.035,0.035,0.007,152.017,20.542,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalttef,248.1955846,37.76309655,20.4677,,2458278.8482523,2458281.7610532,SN,0.66,,,3959.01,42.69,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltthe,247.0738188,39.1802276,,19.631,2460565.7608102,2460565.7608102,SN,0.026,0.068,0.019,115.557,11.988,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltule,252.8226064984373,39.846566867399,20.0268,,2458272.75,2458284.7556829,SN,0.03,0.05,0.02,148.51,17.03,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltuse,251.0859962333333,43.22384159999999,19.9182,,2460932.6575231,2460960.6239931,SN,0.119,0.114,0.023,555.437,3.471,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltvdm,251.9781354375,37.954618275,18.7176,19.4313,2461053.0493866,2461077.0187037,SN,0.096,0.072,0.015,441.188,10.84,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltykk,250.99032749999998,51.672153449999996,20.106,,2458281.7652199,2458284.7621991,SN,0.51,0.41,0.11,2871.15,24.92,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaltyna,249.45705366621098,39.237604171411,19.1702,,2458267.0,2458278.8482523,SN,0.03,,,135.82,42.13,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalubtv,243.3693127,51.567357200000004,,20.5126,2459043.7581713,2459045.7159491,SN,0.03,,,130.06,32.6,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalulif,257.0543305,25.5074346,20.0553,,2458281.7723032,2458284.8619792,SN,0.01,,,42.03,35.17,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalulmq,257.06479963333334,23.054511566666665,,20.375,2460032.9575463,2460053.9354977,SN,0.48,0.49,0.02,2683.97,23.49,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaluofn,159.8612497,47.9467933,,19.9039,2461025.9484491,2461025.9484491,SN,0.003,0.009,0.007,12.241,0.243,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalurka,150.77874664444445,-15.472804666666669,19.5269,17.8074,2461095.7905556,2461120.7968171,SN,0.029,0.0,0.0,125.947,7.222,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalusiu,150.1555984,-20.3306094,20.2179,,2460627.9883565,2460648.9826505,SN,0.013,0.0,0.0,55.05,41.62,2,2026-03-24T12:32:39.811136+00:00
ZTF18aalvrck,182.6360936,58.3034654,,18.1415,2460684.8753241,2460684.8753241,SN,0.01,0.018,0.006,44.002,0.476,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamapyg,186.01164324545454,57.351450054545445,19.2219,19.2717,2460103.7390972,2460120.7567245,SN,0.12,0.08,0.02,534.94,4.94,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamboku,199.3014425,58.1583624,18.8677,,2461006.0146181,2461006.0146181,SN,0.052,0.0,0.0,231.661,43.632,2,2026-03-24T12:32:39.811136+00:00
ZTF18aambpgj,207.81211265000002,60.11752465,20.3948,,2458276.7621412,2458279.7257523,SN,0.01,,,34.07,29.34,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcacl,223.78205344999998,38.12563885,20.7005,19.6645,2458276.7651505,2459051.6976736,SN,0.03,,,121.16,26.89,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcbbs,223.70528330000002,31.091232499999997,,19.26,2461050.028287,2461053.0198495,SN,0.006,0.0,0.0,25.219,24.617,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamccdg,219.8950818,29.702985249999998,20.0993,,2458278.7277894,2458284.734537,SN,0.06,,,278.61,42.09,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcled,222.0898007,44.43173815,,20.6432,2458334.6621412,2458541.9911227,SN,0.04,,,192.99,42.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcmyd,229.2829125158205,58.665424449975504,18.6507,,2458272.75,2458284.7436806,SN,0.03,0.04,0.01,147.55,18.22,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcodw,230.9204963,58.5961557,20.0751,20.2725,2458336.7043403,2458347.7011574,SN,0.13,0.1,0.02,585.69,49.93,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamcwzy,203.3071728,47.2068089,,19.1739,2459905.0335532,2459905.0335532,SN,0.06,0.05,0.01,262.15,4.83,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdafj,230.6860342,29.78651735,,20.473,2458547.9996181,2458575.9092824,SN,0.02,0.02,0.01,99.84,28.18,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdbig,234.569127,33.1827791,20.5561,,2460532.7238542,2460532.7238542,SN,0.022,0.0,0.0,96.164,26.145,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdcxh,238.52944135,32.19265235,20.4822,,2460514.6878704,2460530.6857639,SN,0.071,0.0,0.0,318.811,46.271,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamddls,231.47249355,37.44501675,20.1123,,2458278.8473032,2458284.765544,SN,0.29,,,1492.25,46.99,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdfcw,236.0965963333333,39.560873811111115,20.0756,19.6012,2461055.0200347,2461078.0304745,SN,0.048,0.061,0.014,212.91,6.718,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdfhm,233.86572468388653,37.9890681667725,20.5711,,2458272.75,2458284.765544,SN,0.15,0.16,0.04,710.18,42.38,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdgwg,230.5056941,41.0898702,20.6755,,2458276.7651505,2458284.765544,SN,0.01,,,38.2,23.97,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdqst,226.60507755,54.181428600000004,20.1877,20.1853,2458282.766794,2458288.7666782,SN,0.04,,,168.49,27.2,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdvwm,214.72915925,51.90263745,,19.8955,2459397.7000579,2459427.6861574,SN,0.62,0.0,0.0,3702.32,36.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamdwlo,211.273592064551,44.5545042252195,20.0568,20.0617,2458272.75,2458282.7239699,SN,0.04,,,179.69,31.67,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamecbu,224.97277305,32.81858075,20.4712,,2458276.7593056,2458279.8099537,SN,0.01,,,38.84,12.45,2,2026-03-24T12:32:39.811136+00:00
ZTF18aameocr,240.5892499,41.2373436,20.3212,,2460517.7017361,2460517.7017361,SN,0.104,0.0,0.0,482.347,45.945,2,2026-03-24T12:32:39.811136+00:00
ZTF18aameqkh,242.70026824140598,44.112068855713005,20.3345,,2458272.75,2458281.7656713,SN,0.06,,,280.75,42.03,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamesim,252.94471844999998,45.18857295,20.7962,,2458541.9672106,2458561.0292245,SN,0.06,0.07,0.01,278.01,34.48,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfbxz,219.181520695215,39.948928393017496,19.9651,,2458272.75,2458276.7598148,SN,0.02,0.03,0.01,87.14,10.08,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfbzn,214.17334785,39.64830035,20.384,19.8542,2458282.7210185,2458282.7633796,SN,0.03,,,109.8,37.47,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfdpe,217.17345515,38.99728975,20.5922,20.1965,2458276.7598148,2458279.7584606,SN,0.01,0.02,0.01,41.67,7.44,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamffeg,231.68483095,46.45940855,,20.2334,2458284.7857755,2458287.7612384,SN,0.02,,,78.85,20.9,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfnys,251.92510860000002,22.814319433333335,,19.9352,2458572.9545139,2458575.9194097,SN,0.04,,,156.52,40.92,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfpnt,242.77871995,38.241783600000005,,20.0784,2458331.6948264,2458340.6833565,SN,0.01,0.03,0.01,55.24,8.05,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfrdi,244.17405265000002,37.6029816,,19.7258,2458325.7218287,2458346.6801852,SN,0.07,,,299.6,32.07,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfrvy,224.2896398263158,19.699882668421054,18.6633,18.3605,2461050.0088889,2461076.033669,SN,0.016,0.021,0.008,67.794,7.82,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfskk,222.73256169166666,17.2192418,20.3514,18.4796,2461038.0468634,2461065.9675231,SN,0.04,0.034,0.009,178.258,5.186,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamftst,217.81234819230764,17.192987946153842,19.453,19.8359,2461053.9552083,2461077.983588,SN,0.038,0.045,0.012,166.571,2.649,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamfuss,210.73170766071425,9.417091067857143,,19.566,2461094.8922222,2461120.9419444,SN,0.02,0.024,0.008,86.313,5.637,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamgsyl,226.5710372,8.1179268,,19.6757,2460692.9991435,2460692.9991435,SN,0.04,0.0,0.0,174.882,30.034,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamgtla,226.65977850000002,10.7216167,,20.5473,2459278.9810069,2459297.9026042,SN,0.08,0.07,0.01,346.14,37.15,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamgxqj,213.2021021,55.4326966,19.9589,,2458276.7616782,2458279.728044,SN,0.04,,,179.94,9.26,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamheck,239.69056769,44.68784336,20.7007,19.5612,2461050.0124769,2461078.0461458,SN,0.041,0.03,0.007,180.846,11.362,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhgte,229.3057049,45.0332545,,20.2852,2458278.7639352,2458284.7857755,SN,0.07,,,294.62,46.37,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhhnm,237.52345843749998,53.2346994,20.9456,20.5703,2460109.8245949,2460136.7034259,SN,0.05,0.05,0.01,205.48,6.5,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhjnt,240.69355755,66.48889828333334,21.5332,,2460467.6963773,2460467.7745486,SN,0.024,0.0,0.0,104.282,11.853,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhusk,247.26085365,25.6011226,,20.6891,2458697.6698727,2458700.6754167,SN,0.04,,,183.55,34.86,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhxyr,260.90402315,23.39335665,20.1308,19.9938,2458278.8927662,2458287.8159375,SN,0.01,,,21.5,11.3,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhzol,249.8710375,29.789290700000002,19.9417,19.9981,2458284.7492477,2458287.7765162,SN,0.2,0.19,0.02,972.66,38.53,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamhzvo,255.55008992499998,32.82979025,20.5136,,2460525.7250347,2460533.7389236,SN,0.038,0.0,0.0,167.038,37.489,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamijdm,248.512551038672,23.724656902197502,20.0234,,2458272.75,2458374.7143634,SN,0.1,0.14,0.03,470.03,32.04,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamjepb,245.924575429492,52.518544465796,20.1029,20.1814,2458272.75,2458314.7020949,SN,0.5,,,2825.61,21.68,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamjvvq,249.87165213333333,29.789277233333333,,19.6064,2458284.776794,2458560.9426968,SN,0.2,0.19,0.02,972.66,35.28,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamkvmv,255.71964749999998,37.89043246666667,,19.8965,2458340.6828819,2459079.6955787,SN,0.03,,,142.86,18.49,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamkyop,248.55470895,45.3467146,,20.3942,2458572.9675231,2458575.9513079,SN,0.06,,,260.63,31.66,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamlbti,256.86082702734404,60.750143235156,19.8994,,2458273.0,2458278.8672569,SN,0.01,,,44.02,21.27,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamldap,241.9615533,53.3496383,,19.484,2460558.678125,2460558.678125,SN,0.041,0.0,0.0,183.098,34.781,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamlhee,240.4542763142857,47.390727857142856,19.555,19.111,2461050.0124769,2461077.9956481,SN,0.043,0.039,0.008,190.065,8.176,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamllln,252.7234323,22.851845299999997,20.3584,19.9331,2458278.8578704,2458318.7690625,SN,0.14,,,657.05,47.77,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamllxi,253.3604788,23.17421215,20.6269,,2458666.7128009,2458684.7120833,SN,0.06,0.07,0.01,269.42,11.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aammkvo,279.8408636,44.2374923,20.3951,,2460934.6449653,2460934.6449653,SN,0.007,0.0,0.0,31.995,16.323,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamncae,261.367461975,60.6133929,,20.1175,2458678.7404977,2458702.7815162,SN,0.02,,,90.33,25.51,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamnezw,250.54058334824202,37.5666825349365,20.1447,,2458272.75,2458278.8482523,SN,0.06,,,271.7,37.67,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamnlxm,268.3732252,58.348894566666665,20.3753,19.2941,2458682.7615741,2458693.7630556,SN,0.01,,,49.61,16.12,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamnwfh,252.5385713,25.0918384,,20.217,2460412.0149074,2460412.0149074,SN,0.157,0.0,0.0,750.43,44.665,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamnxik,247.23023365,24.5314956,,19.574,2458346.6825463,2458374.6298264,SN,0.06,,,256.44,22.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamnxpa,256.818820378125,23.778283847460997,20.2463,,2458272.75,2458281.7723032,SN,0.12,0.18,0.02,550.84,17.67,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamoauy,254.90410539082052,25.09295259209,20.1548,,2458272.75,2458281.7723032,SN,0.09,,,415.99,26.26,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamocda,251.95549006191402,22.819515077392502,20.3495,,2458272.75,2458281.7723032,SN,0.04,,,156.52,46.14,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamocze,255.0436752,31.2300936,20.1538,,2458278.8601968,2458281.7586574,SN,0.02,,,102.72,32.17,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamodxe,255.57297215,33.44460695,19.6524,,2458278.8601968,2458287.8414583,SN,0.04,,,162.75,29.08,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamoexu,253.13854765000002,30.8254628,20.634,17.4809,2458275.7758565,2459732.8004977,SN,0.1,0.1,0.01,453.18,32.56,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamofiy,251.77296289999998,29.64442255,,20.0525,2458336.7182176,2458371.6345486,SN,0.05,,,237.51,40.33,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamoguu,259.46889475,29.657296,20.312,,2458278.8601968,2458287.8414583,SN,0.03,,,122.89,31.5,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamoklo,234.58787899333336,38.01701566666667,19.9229,19.7591,2461050.0292361,2461078.0088079,SN,0.135,0.0,0.0,634.001,6.34,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamooni,256.7755848,39.0146028,,20.7463,2460412.007581,2460412.007581,SN,0.033,0.041,0.008,142.664,44.784,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamorac,243.0096371,46.89913595,,20.5331,2458343.6595486,2458684.6807986,SN,0.05,,,217.41,29.56,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamorgn,250.1673439,43.2817448,19.9886,,2460917.6649306,2460917.6649306,SN,0.033,0.0,0.0,145.704,47.999,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamorrq,250.30273412500003,37.90825515,,20.2837,2458314.7158102,2458548.0301042,SN,0.1,0.13,0.02,453.23,21.06,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamosvc,250.57964997500002,39.855171475000006,,19.1503,2460409.8919792,2460436.9893634,SN,0.032,0.0,0.0,142.066,47.207,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampbys,242.6479845,52.1698869,,19.3976,2461053.0138194,2461053.0138194,SN,0.105,0.126,0.009,483.092,45.363,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampomt,253.595582,25.571413,,20.5599,2460532.6974884,2460532.6974884,SN,0.036,0.066,0.013,158.893,8.369,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampxoe,255.72158359999997,29.86538415,20.3956,20.5186,2458278.8601968,2458316.7329745,SN,0.03,,,147.47,76.07,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampyae,258.84638570000004,30.4745845,20.0845,,2458278.8601968,2458281.8861921,SN,0.11,0.15,0.11,514.98,17.94,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampzxm,252.61851495000002,31.1911818,20.2444,20.4621,2458284.7492477,2458336.7182176,SN,0.05,,,212.21,45.76,2,2026-03-24T12:32:39.811136+00:00
ZTF18aampzze,243.529989619336,52.144453009009,19.8149,19.9584,2458272.75,2458322.7359375,SN,0.09,0.11,0.03,406.64,13.0,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqclk,256.09858995,38.963567499999996,,20.2515,2458343.6600231,2458371.6369444,SN,0.04,,,155.81,48.2,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqdgr,249.4805934,31.1296588,20.4985,20.1307,2458281.7586574,2458284.776794,SN,0.03,,,147.39,30.43,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqdgt,249.4737686,31.12481635,20.7975,20.4335,2458281.7586574,2458343.6619097,SN,0.03,0.03,0.01,147.39,12.91,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqrai,176.31159285,19.84549895,,18.3548,2460965.0477662,2460971.0404977,SN,0.026,0.025,0.007,112.746,0.826,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqrap,176.3559819,19.8177172,,19.4773,2461038.9975,2461038.9975,SN,0.028,0.036,0.012,123.623,1.021,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqrqc,175.8177942,19.7482994,,17.509,2460965.0429167,2460965.0429167,SN,0.025,0.032,0.009,109.239,0.845,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqvyx,177.516769,21.2793997,,19.6489,2461079.0070023,2461079.0070023,SN,0.026,0.035,0.013,111.607,0.777,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamqzvc,191.2210757,18.7547926,,17.3577,2460972.0450231,2460972.0450231,SN,0.022,0.019,0.008,94.61,0.709,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamrbgp,186.934679,14.4904314,18.5295,,2460680.9372338,2460680.9372338,SN,0.004,0.0,0.0,18.247,13.977,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamrcuw,185.68001515,8.1982974,,17.0109,2460615.0445139,2460621.0330903,SN,0.004,0.03,0.007,17.641,0.191,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamrdvq,193.7303823,27.4125079,,17.1943,2460258.0391435,2460258.0391435,SN,0.03,0.02,0.01,114.59,0.96,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamsimy,185.74626935,51.211418,,19.3375,2461006.9096991,2461031.015787,SN,0.03,0.042,0.009,133.645,0.984,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamswwc,188.1106183,40.11500865,,20.6721,2461021.0202778,2461031.0351042,SN,0.064,0.067,0.02,286.746,6.623,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamsxfh,176.0744932,64.56050185,18.4083,18.307,2460831.7249421,2460845.7577778,SN,0.063,0.051,0.012,281.794,1.722,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamtaqb,175.6972714,58.2359232,,18.9963,2461068.8426736,2461068.8426736,SN,0.06,0.058,0.01,269.163,1.811,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamtrdu,191.4578583285714,40.81940421428572,17.9795,18.1989,2460846.7896528,2460853.7457407,SN,0.024,0.028,0.007,105.322,3.346,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamtrjs,190.2111726,44.1027591,20.5324,,2458276.7432523,2458279.7232639,SN,0.04,,,183.08,41.24,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamulco,229.7069729,56.9458727,,19.405,2460042.9277315,2460042.9277315,SN,0.07,0.08,0.02,311.88,2.79,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamvcsr,219.2108912,34.2925506,,19.1483,2460315.978588,2460315.978588,SN,0.045,0.037,0.008,198.67,1.448,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamyzpq,232.5011715,58.434088599999995,19.1309,17.4088,2459778.7671181,2459780.7827199,SN,0.01,0.0,0.0,41.59,8.44,2,2026-03-24T12:32:39.811136+00:00
ZTF18aamznrd,232.9633531,45.4230428,,19.8762,2460383.9300694,2460383.9300694,SN,0.006,0.012,0.007,26.792,4.214,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanabqp,230.01569832500002,45.3028296375,19.2679,19.3171,2459780.755787,2459799.727037,SN,0.1,0.06,0.02,455.14,2.41,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanarid,184.22026000000002,52.40394123333334,21.0012,20.4498,2458567.765081,2458575.7822569,SN,0.13,,,601.44,17.38,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanaskg,210.623189719629,59.315145857299996,20.4482,,2458272.75,2458279.7257523,SN,0.01,,,45.84,48.3,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanaway,223.4361457,52.120701600000004,,19.8051,2458311.6817361,2458331.6818287,SN,0.01,,,33.54,39.62,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanbgnu,239.4446543923077,47.295409899999996,20.1514,19.5665,2461055.0165625,2461078.0461458,SN,0.032,0.033,0.006,138.881,3.4,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanckkd,259.9207657,29.7146131,18.563,,2460988.6200926,2460988.6200926,SN,0.046,0.076,0.025,204.051,13.027,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaniwzi,243.7574394,39.0198719,,18.3897,2460668.0481366,2460668.0481366,SN,0.072,0.06,0.01,324.146,1.429,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanlcnc,254.9480415,49.9336611,15.935,,2461050.0704398,2461050.0704398,SN,0.004,0.0,0.0,15.658,15.579,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanmmff,242.2796465,51.5964042,19.8357,,2458657.749375,2458994.9079861,SN,0.04,0.03,0.01,190.61,1.22,2,2026-03-24T12:32:39.811136+00:00
ZTF18aannnhz,213.59895489023435,51.28378990198567,20.4128,19.5583,2458272.75,2458685.6940972,SN,0.65,0.09,0.15,3889.6,20.74,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanoinw,248.09875075000002,43.037771875000004,,20.2392,2458278.7831481,2458287.7834838,SN,0.08,0.07,0.02,381.43,2.95,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanonba,254.6066557,39.1912011,,20.6712,2460173.6784606,2460173.6784606,SN,0.03,0.0,0.0,151.94,19.67,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanpaci,247.21355053333332,42.8035631,20.3689,20.4543,2458362.7026389,2458377.6940856,SN,0.03,,,136.72,15.26,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanumgl,255.6328457,33.488555,,19.6055,2460522.7708796,2460522.7708796,SN,0.087,0.0,0.0,397.132,48.4,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanvvif,255.5364818,64.2054716,,19.1311,2460762.9500694,2460762.9500694,SN,0.084,0.07,0.014,383.836,2.307,2,2026-03-24T12:32:39.811136+00:00
ZTF18aanwrkx,280.6803507,39.5490229,20.5508,20.5861,2459339.9093403,2459349.9519907,SN,0.02,,,83.83,38.65,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaoaoyg,103.52508135833334,8.572413683333336,,19.4614,2461096.7294329,2461122.6894329,SN,0.008,0.0,0.0,36.341,0.912,2,2026-03-24T12:32:39.811136+00:00
ZTF18aaoawll,165.1474097,12.1611499,,17.6539,2460957.0360764,2460957.0360764,SN,0.021,0.0,0.0,92.721,0.657,2,2026-03-24T12:32:39.811136+00:00
